,ht,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,win_ratio,top_25_reached
Nir Welgreen,,,,,,,,,,,0.49827364286775216,0.0
Vitali Chvets,,,,,,,,,,,0.48786557266494324,0.0
Julian Alonso,185.0,3.0,4.0,49.0,27.5,18.5,10.0,8.5,1.5,5.0,0.5084106063884081,0.0
Richard Fromberg,196.0,9.565217391304348,3.652173913043478,86.56521739130434,51.08695652173913,37.56521739130435,15.826086956521738,13.869565217391305,3.4782608695652173,6.913043478260869,0.29235767416799663,0.0
Felix Mantilla,180.0,2.64,2.4,71.8,44.24,29.64,13.8,11.28,4.2,7.26,1.5970406003635549,1.0
Alex Lopez Moron,175.0,,,,,,,,,,1.0339100633483382,0.0
Seung Hoon Lee,,,,,,,,,,,1.1569067630401622,0.0
Todd Perry,175.0,2.0,3.0,127.0,72.0,44.0,33.0,15.0,4.0,7.0,0.17378048780487804,0.0
Gene Mayer,183.0,,,,,,,,,,0.0,0.0
Johan Van Herck,185.0,,,,,,,,,,1.0129301698996112,0.0
Martin Spottl,180.0,,,,,,,,,,0.4848076736037957,0.0
Gabriel Moraru,180.0,1.0,1.0,52.0,32.0,18.0,5.0,8.0,5.0,10.0,0.5519108532768429,0.0
Stefano Tarallo,185.0,3.0,5.5,68.0,45.0,29.0,10.0,9.5,4.5,7.0,0.37926234157903804,0.0
Diego Del Rio,175.0,,,,,,,,,,0.9938524590163934,0.0
Jason Mallaiah,,,,,,,,,,,2.501831501831502,0.0
Patricio Rudi,,,,,,,,,,,0.46166705318491036,0.0
Damian Furmanski,,,,,,,,,,,0.46714221763228736,0.0
Martin Damm Sr,188.0,5.970588235294118,3.5294117647058822,74.67647058823529,42.76470588235294,31.794117647058822,15.794117647058824,11.852941176470589,4.294117647058823,6.852941176470588,0.0,0.0
Alberto Berasategui,173.0,0.42105263157894735,4.421052631578948,73.6842105263158,53.68421052631579,30.736842105263158,7.0,10.894736842105264,4.526315789473684,9.578947368421053,0.4337940515617879,0.0
Andrei Youzhny,,,,,,,,,,,2.3744769874476988,0.0
Andrew Painter,188.0,,,,,,,,,,1.8494457831325302,0.0
Lazar Magdincev,,,,,,,,,,,0.43780531836069597,0.0
David Wheaton,193.0,6.5,4.5,77.0,43.25,31.5,18.5,11.75,3.5,5.25,1.2949614478165519,0.0
Mario Munoz Bejarano,,,,,,,,,,,0.0,0.0
Bobby Kokavec,190.0,,,,,,,,,,6.201219512195122,0.0
Melle Van Gemerden,183.0,4.666666666666667,1.8333333333333333,66.0,36.833333333333336,27.166666666666668,16.833333333333332,11.166666666666666,2.5,4.666666666666667,0.7902397060171248,0.0
Alexey Gavrilov,,,,,,,,,,,0.5633845290693598,0.0
Trace Fielding,,,,,,,,,,,1.1927904783584273,0.0
Tres Davis,180.0,,,,,,,,,,0.7946012223465062,0.0
Nicola Bruno,178.0,,,,,,,,,,1.3296489108418321,0.0
Juraj Hasko,,,,,,,,,,,0.058706443705620656,0.0
Andrei Cherkasov,180.0,1.0,4.5,60.0,34.5,19.5,13.0,10.5,2.5,7.5,0.4216932092571669,0.0
Lenoir Ramos,190.0,,,,,,,,,,0.0,0.0
Andrea Spizzica,,,,,,,,,,,0.0,0.0
Brian Macphie,180.0,,,,,,,,,,1.042763157894737,0.0
Razvan Lupsescu,,,,,,,,,,,0.0,0.0
Milen Velev,,,,,,,,,,,1.1494597212907072,0.0
Roberto Jabali,190.0,,,,,,,,,,0.0,0.0
Tommi Lenho,,,,,,,,,,,0.4190220313167646,0.0
Mahesh Bhupathi,185.0,10.0,3.0,85.5,42.5,28.0,19.5,11.5,8.0,12.0,0.6268965517241379,0.0
Tetsuya Chaen,,2.0,2.0,60.0,39.0,21.0,16.0,10.0,2.0,4.0,0.6850711256922165,0.0
Timothy Aerts,,,,,,,,,,,0.6881702322325004,0.0
Christian Grunes,,,,,,,,,,,0.5814516129032258,0.0
Krystian Pfeiffer,,3.0,4.0,81.0,55.0,34.0,11.0,13.0,4.0,9.0,1.2261141289122146,0.0
Per Thornadtsson,,,,,,,,,,,0.3239329268292683,0.0
Donavan September,,,,,,,,,,,0.15793151642208245,0.0
Christian Banzer,,,,,,,,,,,0.0,0.0
Marco Meneschincheri,180.0,,,,,,,,,,0.48668796592119273,0.0
Pablo Gonzalez,178.0,3.0,5.0,87.0,55.0,33.0,16.0,10.0,8.0,10.0,0.3194195711273714,0.0
Francisco Neves,,,,,,,,,,,0.7716049382716049,0.0
Ricardo Diniz,,,,,,,,,,,0.0,0.0
Michal Navratil,,,,,,,,,,,0.42437846708291704,0.0
Federico Dondo,,,,,,,,,,,0.6896929824561403,0.0
Michal Gawlowski,,,,,,,,,,,0.17289719626168223,0.0
Christian Ruud,188.0,3.8333333333333335,2.7222222222222223,66.05555555555556,36.77777777777778,24.666666666666668,14.833333333333334,10.166666666666666,3.9444444444444446,6.777777777777778,1.3356900755552255,0.0
Patrik Fredriksson,185.0,,,,,,,,,,0.0,0.0
James Davidson,,,,,,,,,,,0.9037656903765691,0.0
Kevin Ullyett,178.0,3.2,5.8,62.0,32.2,21.6,11.8,9.6,3.6,7.8,0.8116841728830896,0.0
Chase Buchanan,193.0,3.5,4.386363636363637,72.11363636363636,44.68181818181818,30.295454545454547,12.5,11.045454545454545,4.2727272727272725,7.613636363636363,0.43612380107472354,0.0
Dimitar Kutrovsky,175.0,2.0208333333333335,3.7916666666666665,73.0,43.791666666666664,29.958333333333332,14.583333333333334,11.270833333333334,3.8125,6.770833333333333,0.7450209184952749,0.0
Jules Marie,,2.46,2.46,72.16,49.24,31.84,11.0,10.78,4.34,7.28,0.8229666637320304,0.0
Jarmere Jenkins,,4.408163265306122,3.0408163265306123,73.34693877551021,43.53061224489796,30.142857142857142,14.83673469387755,11.204081632653061,4.040816326530612,6.836734693877551,0.9378573907817648,0.0
Anton Pavlov,,5.5,4.5,95.5,58.5,35.0,18.0,12.0,6.0,10.0,0.0,0.0
Harri Heliovaara,188.0,4.282608695652174,2.8260869565217392,72.0,44.08695652173913,29.804347826086957,13.934782608695652,10.978260869565217,3.869565217391304,6.608695652173913,0.5321666438826531,0.0
Micke Kontinen,,3.193548387096774,2.3548387096774195,73.41935483870968,44.45161290322581,27.774193548387096,14.096774193548388,10.612903225806452,4.806451612903226,8.32258064516129,0.7637296408193159,0.0
Martin Fischer,180.0,0.5,2.5,82.0,46.0,26.5,18.0,12.5,3.5,8.0,0.5722218579034032,0.0
Marcus Daniell,190.0,4.36,3.56,73.84,49.04,32.32,11.08,11.12,3.8,7.32,0.7349061814750016,0.0
Liang Chi Huang,,3.6,1.66,67.72,42.04,27.88,12.86,10.3,3.86,6.76,0.40943590166189836,0.0
Stephan Hoiss,,1.3333333333333333,1.1111111111111112,68.55555555555556,39.111111111111114,25.333333333333332,13.444444444444445,10.666666666666666,5.111111111111111,9.11111111111111,0.7233314313379673,0.0
Roberto Affonso Neto,,2.3333333333333335,3.0,62.333333333333336,41.0,23.0,8.666666666666666,9.666666666666666,6.333333333333333,11.0,0.34312525499796,0.0
Sandro Ehrat,180.0,3.782608695652174,2.217391304347826,69.43478260869566,38.71739130434783,26.67391304347826,14.282608695652174,10.73913043478261,4.173913043478261,7.565217391304348,0.6137206028451923,0.0
Gleb Alekseenko,,0.6,4.4,63.6,39.6,21.8,9.0,8.8,6.0,10.6,0.4175,0.0
Miloslav Mecir Jr,190.0,3.441860465116279,1.7674418604651163,72.69767441860465,48.604651162790695,31.930232558139537,12.720930232558139,10.953488372093023,4.069767441860465,6.767441860465116,0.9206860508470949,0.0
Juan Carlos Saez,,1.6136363636363635,2.5,66.56818181818181,42.86363636363637,25.90909090909091,10.659090909090908,10.136363636363637,4.454545454545454,8.295454545454545,0.2937464814878081,0.0
Teri Groll,,5.0,3.0,75.0,50.0,35.0,10.0,12.0,4.0,7.0,0.18043988896006832,0.0
Jean Marc Werner,,1.0,3.5,54.5,34.5,21.5,10.5,8.0,3.5,6.0,0.6259780907668232,0.0
Dusan Lojda,188.0,,,,,,,,,,1.1136232701475817,0.0
Elie Rousset,,5.666666666666667,3.1666666666666665,69.27777777777777,41.72222222222222,30.055555555555557,13.88888888888889,10.944444444444445,4.277777777777778,6.666666666666667,0.6660034090531399,0.0
Gregoire Burquier,,4.102564102564102,2.41025641025641,75.33333333333333,46.53846153846154,31.256410256410255,14.564102564102564,11.692307692307692,3.9743589743589745,6.948717948717949,0.6173668269023534,0.0
Richard Becker,,10.069767441860465,4.883720930232558,73.97674418604652,40.372093023255815,31.0,17.348837209302324,11.930232558139535,3.3255813953488373,5.4186046511627906,0.6756900034274657,0.0
Itsuki Imina,,4.0,0.5,65.5,47.5,33.5,11.0,10.0,4.0,5.5,0.0,0.0
Fedor Chervyakov,,1.625,2.0,57.25,39.125,23.5,8.25,8.75,4.375,8.0,0.37118571292626984,0.0
Filippo Leonardi,,2.0,1.5,73.0,42.0,25.0,13.0,9.5,8.5,12.5,0.0,0.0
Wilson Leite,178.0,1.446808510638298,2.127659574468085,66.14893617021276,39.38297872340426,23.76595744680851,12.893617021276595,10.0,4.382978723404255,8.27659574468085,0.2224606736004866,0.0
Mladen Mitak,,2.0,5.0,52.5,27.0,17.0,10.5,7.5,3.5,7.0,0.0,0.0
Nicholas Monroe,178.0,,,,,,,,,,0.26555442983105865,0.0
Thomas Schoorel,203.0,6.097560975609756,2.707317073170732,72.92682926829268,44.21951219512195,32.46341463414634,14.487804878048781,11.487804878048781,3.1951219512195124,5.219512195121951,0.46993226978981434,0.0
Artem Sitak,185.0,,,,,,,,,,0.3959055465412092,0.0
Duilio Beretta,,1.868421052631579,5.5,76.1842105263158,43.73684210526316,28.842105263157894,15.578947368421053,11.526315789473685,4.657894736842105,8.263157894736842,0.44695037884042793,0.0
Giulio Di Meo,,0.75,2.25,46.5,27.0,17.25,8.5,7.75,2.25,5.0,0.0,0.0
Valery Rudnev,,4.266666666666667,3.8666666666666667,77.93333333333334,45.46666666666667,32.13333333333333,15.066666666666666,11.933333333333334,4.2,7.133333333333334,0.4715616871348699,0.0
Vladimir Polyakov,,1.2222222222222223,3.5555555555555554,59.0,36.55555555555556,21.11111111111111,9.222222222222221,9.11111111111111,3.2222222222222223,7.555555555555555,0.37624584717607973,0.0
Ahmed Deedat Abdul Razak,,2.0,2.3333333333333335,44.333333333333336,25.0,11.666666666666666,9.333333333333334,7.666666666666667,2.0,6.0,0.0,0.0
David Rice,,3.8857142857142857,4.085714285714285,73.45714285714286,47.42857142857143,31.8,12.114285714285714,11.371428571428572,3.5142857142857142,6.685714285714286,0.3578241038267204,0.0
Adrian Sikora,,1.8125,2.375,71.29166666666667,43.854166666666664,27.6875,13.104166666666666,10.645833333333334,4.375,7.875,0.4805212576205709,0.0
Trent Bryde,180.0,3.4,2.8,64.2,35.1,21.1,12.8,10.0,3.8,8.4,0.9133656981962557,0.0
Treat Conrad Huey,178.0,4.473684210526316,3.0526315789473686,64.0,40.1578947368421,26.63157894736842,11.421052631578947,9.789473684210526,4.052631578947368,6.7368421052631575,0.8402535395000293,0.0
Eric Butorac,190.0,4.666666666666667,3.5,64.08333333333333,42.0,27.666666666666668,9.916666666666666,10.416666666666666,2.9166666666666665,6.083333333333333,0.0,0.0
Felipe Rojas,,,,,,,,,,,0.28464366515837103,0.0
Gregorio Cordonnier,,4.5,7.25,80.75,43.25,26.5,16.5,11.25,5.25,10.25,0.0,0.0
Felipe Escobar,,1.3846153846153846,2.0,67.6923076923077,47.92307692307692,26.384615384615383,9.153846153846153,9.76923076923077,4.615384615384615,9.153846153846153,0.029971849643980794,0.0
Daniel Garza,,2.3636363636363638,3.1363636363636362,72.54545454545455,41.86363636363637,28.40909090909091,14.636363636363637,11.045454545454545,4.5,7.590909090909091,0.47974643582225857,0.0
Toni Androic,168.0,3.9130434782608696,2.652173913043478,71.26086956521739,38.41304347826087,25.695652173913043,15.130434782608695,10.652173913043478,4.478260869565218,8.021739130434783,0.29353992781370886,0.0
Karunuday Singh,,3.2777777777777777,3.2777777777777777,76.0,42.22222222222222,27.72222222222222,17.166666666666668,11.666666666666666,5.0,8.722222222222221,0.21899246277127468,0.0
Alexandre Folie,,1.4,1.9,60.5,38.0,22.7,10.3,9.2,3.9,7.7,0.0814455345427845,0.0
Colin Fleming,188.0,3.9047619047619047,2.857142857142857,74.38095238095238,49.666666666666664,32.904761904761905,10.571428571428571,11.333333333333334,3.9523809523809526,7.333333333333333,0.519651793575753,0.0
Jean Yves Aubone,180.0,3.0833333333333335,1.6666666666666667,75.0,50.416666666666664,32.75,12.166666666666666,11.166666666666666,4.416666666666667,7.416666666666667,0.3935570899764156,0.0
Maxime Tchoutakian,,2.25,2.0,71.0,40.5,24.875,14.25,10.875,4.25,8.375,0.8758203894115074,0.0
Fritz Wolmarans,,,,,,,,,,,1.0426349865792524,0.0
Johan Brunstrom,193.0,8.375,5.75,63.375,33.625,26.875,15.125,10.5,3.0,4.875,0.5633294285757833,0.0
Efe Yurtacan,,1.2222222222222223,4.111111111111111,59.22222222222222,38.111111111111114,22.333333333333332,7.888888888888889,9.222222222222221,3.7777777777777777,8.222222222222221,0.4526244035446489,0.0
Tal Goldengoren,,1.3333333333333333,3.0,53.333333333333336,33.666666666666664,21.333333333333332,7.333333333333333,8.666666666666666,3.3333333333333335,7.0,1.3930041152263375,0.0
Andre Gaspar Murta,,1.7142857142857142,4.428571428571429,83.14285714285714,51.0,31.285714285714285,15.142857142857142,12.571428571428571,5.571428571428571,10.0,0.31944190042565074,0.0
Nuno Deus,,3.3333333333333335,4.0,81.33333333333333,45.333333333333336,28.0,21.666666666666668,13.333333333333334,4.333333333333333,8.0,0.16155901304416156,0.0
Yannick Thivant,,1.8333333333333333,3.3333333333333335,48.833333333333336,27.0,17.5,7.333333333333333,8.333333333333334,3.0,7.333333333333333,0.0,0.0
Franco Moral,,0.5,3.5,40.0,20.5,9.0,6.5,6.5,3.5,9.0,0.0,0.0
Bogdan Ionut Apostol,,3.176470588235294,2.764705882352941,58.11764705882353,32.64705882352941,22.176470588235293,11.176470588235293,8.882352941176471,3.588235294117647,6.352941176470588,0.5694246587243049,0.0
Georgi Rumenov Payakov,,0.5,5.25,75.25,50.75,30.25,11.25,11.0,4.75,9.0,0.07870022539444027,0.0
Takashi Saito,,3.0,2.272727272727273,65.0909090909091,40.90909090909091,26.363636363636363,11.090909090909092,8.909090909090908,4.909090909090909,7.818181818181818,0.19897732977773142,0.0
Louk Sorensen,175.0,,,,,,,,,,0.6317035184602251,0.0
Victor Baluda,,3.2444444444444445,2.977777777777778,67.82222222222222,41.06666666666667,27.622222222222224,11.666666666666666,10.466666666666667,3.466666666666667,6.888888888888889,0.4993249776916224,0.0
Jakub Lustyk,,0.6666666666666666,6.0,73.0,36.333333333333336,21.333333333333332,13.0,9.666666666666666,5.333333333333333,11.0,0.9705882352941176,0.0
Julio Cesar Campozano,,4.0476190476190474,4.0,70.14285714285714,40.23809523809524,28.952380952380953,14.428571428571429,10.857142857142858,3.761904761904762,6.190476190476191,0.3827272110960901,0.0
Cesar Ramirez,180.0,3.7083333333333335,3.625,71.83333333333333,47.708333333333336,30.708333333333332,10.958333333333334,11.041666666666666,5.125,8.791666666666666,0.7262299068555593,0.0
Jeff Dadamo,,6.666666666666667,3.888888888888889,75.44444444444444,43.833333333333336,31.333333333333332,15.61111111111111,11.61111111111111,4.944444444444445,7.777777777777778,0.8124401701139767,0.0
Sebastian Lavie,,3.0,6.545454545454546,70.63636363636364,38.27272727272727,24.818181818181817,14.363636363636363,10.454545454545455,4.363636363636363,8.181818181818182,0.9297287007529824,0.0
Rhett Purcell,193.0,2.7142857142857144,5.0,59.285714285714285,31.285714285714285,19.428571428571427,12.571428571428571,9.142857142857142,4.857142857142857,8.857142857142858,0.0,0.0
Myles Orton,,2.3333333333333335,1.6666666666666667,59.666666666666664,41.666666666666664,28.333333333333332,9.666666666666666,9.333333333333334,4.333333333333333,6.666666666666667,1.3062426383981154,0.0
Thierry Roggi,,2.5,6.0,66.5,33.5,23.5,16.5,10.5,3.5,6.5,0.0,0.0
Alexander Sadecky,193.0,7.083333333333333,4.333333333333333,73.13888888888889,44.05555555555556,31.583333333333332,14.61111111111111,11.194444444444445,3.8333333333333335,6.25,0.29240820974586057,0.0
Jessy Kalambay,,4.5,3.0,65.5,38.0,28.0,13.0,10.0,3.5,5.5,4.308411214953272,0.0
Julien Obry,,3.235294117647059,2.823529411764706,73.82352941176471,42.35294117647059,28.58823529411765,14.676470588235293,11.0,4.352941176470588,7.617647058823529,0.3216685977316462,0.0
Theodoros Angelinos,,3.7333333333333334,2.8222222222222224,68.97777777777777,41.0,27.88888888888889,13.155555555555555,10.844444444444445,3.8,6.911111111111111,0.32835571089287713,0.0
Daniel Windahl,188.0,3.2,2.2,83.2,52.6,32.6,15.8,12.8,4.2,8.2,0.4783029457626482,0.0
Tobias Blomgren,,2.75,2.625,64.5,38.0,25.25,11.5,10.25,3.0,6.625,0.061950146627565976,0.0
Duje Kekez,,3.2222222222222223,3.7777777777777777,73.5,45.72222222222222,29.555555555555557,12.944444444444445,10.5,4.777777777777778,7.777777777777778,0.6597024474021475,0.0
Nicolas Reissig,185.0,4.1,2.7,67.1,41.1,27.3,11.25,10.3,4.45,7.7,0.6992477709268795,0.0
Martin Alund,183.0,,,,,,,,,,0.4795241309740546,0.0
Julien Mathieu,,3.6,1.4,73.8,47.2,30.2,12.0,10.6,5.0,8.2,1.6497697144861023,0.0
Hugo Schott,,1.0,3.0,57.4,38.2,22.6,8.6,9.2,3.8,7.4,0.0,0.0
Piotr Gadomski,,6.6,4.8,74.06666666666666,45.0,31.933333333333334,12.933333333333334,11.466666666666667,3.6,6.733333333333333,0.1353849432944722,0.0
Moritz Baumann,,2.9,3.4,79.7,44.9,29.2,17.4,12.0,4.7,8.1,1.1333290898885575,0.0
Jelle Sels,,4.958333333333333,2.75,71.5625,37.854166666666664,26.958333333333332,16.666666666666668,10.9375,4.25,7.041666666666667,0.5730658132509937,0.0
Andres Artunedo Martinavarro,,5.88,2.22,69.56,43.34,31.58,12.86,11.08,3.68,6.12,0.65216648931046,0.0
Sherif Sabry,,2.466666666666667,4.066666666666666,83.06666666666666,50.46666666666667,31.533333333333335,14.2,12.133333333333333,7.133333333333334,11.8,0.4947545576169667,0.0
Connor Glennon,,2.6666666666666665,0.6666666666666666,46.333333333333336,28.333333333333332,18.0,9.333333333333334,8.333333333333334,1.6666666666666667,4.333333333333333,0.0,0.0
Joan Marc Grimal Ferrer,,4.0,2.5,60.5,30.0,22.5,15.5,9.0,2.5,4.5,0.0,0.0
Greg Ouellette,,3.6666666666666665,3.4444444444444446,67.66666666666667,34.77777777777778,23.666666666666668,16.0,10.194444444444445,4.055555555555555,7.222222222222222,0.25223295617023017,0.0
Daniel Kosakowski,185.0,4.1,2.38,72.4,44.02,29.42,14.4,10.9,4.56,7.3,0.8795399665997776,0.0
Michael Shabaz,,5.821428571428571,4.107142857142857,69.71428571428571,37.892857142857146,28.142857142857142,15.428571428571429,11.321428571428571,3.5,6.392857142857143,0.20648439719973868,0.0
Jordi Arconada,,3.227272727272727,3.8181818181818183,73.72727272727273,43.36363636363637,28.40909090909091,14.909090909090908,10.954545454545455,4.409090909090909,7.818181818181818,0.2547304626649672,0.0
Jose Checa Calvo,,3.5,3.0,62.625,39.5,25.625,10.25,9.75,4.75,7.875,0.4425902075499434,0.0
Michael Grant Gd13,,1.6666666666666667,3.0,42.0,28.0,19.0,7.333333333333333,7.333333333333333,2.6666666666666665,5.0,0.0,0.0
Vaja Uzakov,,3.2941176470588234,3.0588235294117645,68.23529411764706,42.1764705882353,26.352941176470587,10.882352941176471,10.117647058823529,4.352941176470588,8.176470588235293,0.25254485115999287,0.0
Duarte Vale,,1.48,2.6,64.08,40.96,25.88,10.52,9.56,4.48,7.8,0.25261616463365105,0.0
Goncalo Pereira,,1.0,2.375,60.625,40.125,21.625,9.125,9.0,4.125,8.375,0.11606583072100314,0.0
Sebastian Rivera,,1.3333333333333333,3.3333333333333335,58.0,42.0,25.666666666666668,5.0,9.0,4.0,8.0,0.0,0.0
Daniel Kerznerman,,2.0,2.5,58.0,38.0,21.5,9.5,8.5,5.5,9.0,0.0,0.0
Lennart Zynga,,7.666666666666667,5.0,64.0,36.333333333333336,27.666666666666668,10.0,10.0,5.0,8.333333333333334,0.0,0.0
Juan Carlos Spir,,5.761904761904762,5.238095238095238,73.66666666666667,41.23809523809524,30.857142857142858,15.619047619047619,11.095238095238095,3.761904761904762,6.0,0.4585989906883738,0.0
Matias Sborowitz,,1.3333333333333333,3.4166666666666665,54.75,34.416666666666664,19.25,8.166666666666666,8.333333333333334,3.0833333333333335,7.25,0.22862453531598514,0.0
Martin Emmrich,183.0,5.2,6.2,65.0,37.7,27.6,12.6,10.4,2.8,5.1,1.070307446368567,0.0
Oliver Golding,188.0,6.894736842105263,6.2105263157894735,74.52631578947368,46.10526315789474,33.05263157894737,12.052631578947368,11.263157894736842,3.736842105263158,6.7368421052631575,0.6482790552568537,0.0
Rodrigo Senattore,,1.0,3.6666666666666665,61.666666666666664,35.0,21.666666666666668,10.666666666666666,8.333333333333334,3.6666666666666665,7.666666666666667,0.19085394307046197,0.0
Stefan Merunka,,1.7142857142857142,4.285714285714286,49.142857142857146,22.428571428571427,12.714285714285714,10.142857142857142,7.714285714285714,3.5714285714285716,8.428571428571429,0.0,0.0
Scott Lipsky,185.0,,,,,,,,,,0.5421119689280386,0.0
Syed Mohd Agil Syed Naguib,,0.5,3.0,53.5,28.75,16.25,11.25,8.25,1.75,5.75,0.23790560471976402,0.0
Singekrawee Wattanakul,,4.2,4.2,56.0,25.8,17.0,11.4,9.0,2.8,7.0,0.2638627819548872,0.0
Bumpei Sato,,2.727272727272727,1.7272727272727273,63.63636363636363,41.36363636363637,24.454545454545453,9.727272727272727,9.909090909090908,3.909090909090909,8.181818181818182,0.34446578469145145,0.0
Artur Dubinski,,2.0,3.0,47.0,30.5,23.0,8.5,8.0,1.0,2.5,0.8171456888007929,0.0
Becker O'Shaughnessey,,1.5,2.5,48.0,31.5,20.5,10.0,8.5,1.0,3.0,0.6003386960203217,0.0
Mathieu Rodrigues,180.0,3.09375,2.40625,74.0625,40.9375,28.125,16.0625,11.15625,4.65625,7.75,0.5335656294855179,0.0
Rudy Coco,,7.666666666666667,5.0,86.0,46.333333333333336,33.666666666666664,20.666666666666668,13.333333333333334,4.333333333333333,6.666666666666667,1.0942760942760943,0.0
Adam Lee,,2.3333333333333335,6.0,68.33333333333333,44.0,28.666666666666668,11.0,10.0,4.666666666666667,8.0,0.0,0.0
Nikola Ciric,201.0,11.0,2.7777777777777777,73.25925925925925,45.0,33.77777777777778,13.88888888888889,11.25925925925926,4.2592592592592595,6.111111111111111,0.738087621651916,0.0
Thibaud Berland,,0.5,2.5,61.0,40.25,26.0,9.5,9.75,4.75,8.0,0.0,0.0
Mateo Andres Ruiz Naranjo,,3.5,3.25,57.75,37.5,22.25,8.75,9.0,4.75,8.75,0.0,0.0
Jake Eames,,1.3333333333333333,2.3333333333333335,42.333333333333336,22.0,13.333333333333334,11.0,7.333333333333333,2.3333333333333335,5.333333333333333,0.27360109852385855,0.0
Pietro Licciardi,,1.4,1.7,71.15,49.25,30.85,11.1,10.6,3.95,6.9,0.3697471063498137,0.0
Jean Andersen,,3.8,5.6,65.4,36.0,24.5,13.5,10.6,3.0,6.4,0.7754273017704005,0.0
Siyu Liu,,6.833333333333333,2.8333333333333335,65.5,39.166666666666664,26.5,12.333333333333334,10.5,3.8333333333333335,7.0,0.9631901840490797,0.0
Janez Semrajc,,4.928571428571429,2.25,82.21428571428571,51.535714285714285,34.035714285714285,15.0,12.178571428571429,5.0,8.392857142857142,0.5896892530980752,0.0
Ryan Agar,,1.5,1.6666666666666667,63.0,40.0,24.0,9.5,8.833333333333334,5.0,8.833333333333334,0.3448844884488449,0.0
Yassine Idmbarek,,0.3225806451612903,3.6451612903225805,60.54838709677419,39.935483870967744,20.580645161290324,8.64516129032258,9.193548387096774,3.806451612903226,8.806451612903226,0.5276205235340101,0.0
Juan Samuel Arauzo Martinez,,5.333333333333333,5.666666666666667,64.33333333333333,42.333333333333336,31.0,10.0,10.666666666666666,3.3333333333333335,5.666666666666667,0.8694613815948498,0.0
Jaime Pulgar Garcia,,1.6666666666666667,2.3333333333333335,64.33333333333333,42.77777777777778,26.77777777777778,9.444444444444445,9.666666666666666,5.777777777777778,9.333333333333334,0.1351509821166813,0.0
Pietro Fanucci,,7.0,4.5,79.0,46.0,30.0,19.0,12.0,5.5,8.0,0.8007518796992481,0.0
Amine Ahouda,185.0,0.3076923076923077,3.3846153846153846,54.61538461538461,31.23076923076923,18.0,10.153846153846153,8.461538461538462,3.076923076923077,6.846153846153846,1.6170940170940171,0.0
Srikar Alla,,4.5,7.0,78.0,33.0,25.5,17.0,10.5,6.0,10.0,0.0,0.0
Jathan Malik,,8.5,1.0,78.5,53.5,36.0,13.0,12.5,2.5,5.0,0.329916476841306,0.0
Juan Sebastian Cabal,185.0,,,,,,,,,,0.5356316304462847,0.0
Moritz Buerchner,,4.0,8.0,74.5,30.0,21.5,23.0,11.0,3.0,6.0,4.182926829268292,0.0
Antonio Cembellin,,0.0,4.5,70.0,46.0,27.5,8.5,10.0,3.5,8.5,0.0,0.0
Sergei Bubka,188.0,,,,,,,,,,0.5379971180289608,0.0
Blazej Koniusz,,1.8333333333333333,5.333333333333333,86.66666666666667,52.0,32.666666666666664,14.333333333333334,12.333333333333334,7.0,11.5,0.32072214139534677,0.0
Chieh Fu Wang,,7.428571428571429,4.071428571428571,72.64285714285714,43.714285714285715,30.214285714285715,12.357142857142858,10.571428571428571,4.785714285714286,8.071428571428571,0.09971384547655734,0.0
Wolfgang Schranz,178.0,,,,,,,,,,0.0,0.0
Karim Maamoun,,2.4,1.8,70.2,46.8,30.6,10.4,11.6,3.0,7.2,0.18851851851851853,0.0
Jim Thomas,193.0,3.0,1.0,52.0,31.0,18.0,12.5,9.0,2.5,6.0,0.09328703703703704,0.0
Esat Tanik,,,,,,,,,,,7.28125,0.0
Mustafa Azkara,,,,,,,,,,,0.0,0.0
Mark Knowles,190.0,,,,,,,,,,0.0,0.0
Michael Jessup,165.0,,,,,,,,,,0.9408143069181367,0.0
Gabriel Pitta,,,,,,,,,,,0.0,0.0
Fredrik Giers,,,,,,,,,,,0.21834071439563632,0.0
Denis Yakimenko,,,,,,,,,,,0.377859477124183,0.0
Kris Goossens,180.0,,,,,,,,,,0.25344242085920965,0.0
Radomir Vasek,188.0,,,,,,,,,,0.704426795380711,0.0
Diego Nargiso,188.0,6.545454545454546,4.181818181818182,75.27272727272727,41.54545454545455,31.272727272727273,15.363636363636363,11.272727272727273,4.0,6.636363636363637,1.3883905555617007,0.0
Michel Deville,,,,,,,,,,,2.6009615384615383,0.0
Srinath Prahlad,,,,,,,,,,,0.13383521539104978,0.0
Daniele Musa,183.0,,,,,,,,,,0.0,0.0
Gianluca Bazzica,,,,,,,,,,,1.1983333333333335,0.0
Leslie Demiliani,,,,,,,,,,,0.20277481323372468,0.0
Cory Guy,,,,,,,,,,,1.423529411764706,0.0
Eduardo Nicolas,173.0,,,,,,,,,,0.17240053916303363,0.0
Ruben Fernandez,,,,,,,,,,,1.8534648187633262,0.0
Davide Scala,180.0,,,,,,,,,,0.5351919716326495,0.0
Mounir El Aarej,,,,,,,,,,,1.1028778727155195,0.0
Tomas Jecminek,,,,,,,,,,,0.5870144764242528,0.0
Magnus Gustafsson,185.0,3.4705882352941178,3.9411764705882355,75.6470588235294,46.35294117647059,31.470588235294116,13.352941176470589,11.588235294117647,5.0588235294117645,8.588235294117647,0.7750025338937042,0.0
Torsten Wolpers,,,,,,,,,,,1.826330532212885,0.0
