,ht,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,win_ratio,top_25_reached
Mauricio Hadad,170.0,1.25,2.75,80.25,45.0,27.75,17.5,12.25,5.75,10.0,1.060460016297239,0.0
Jeff Tarango,180.0,4.357142857142857,2.5714285714285716,77.14285714285714,47.0,29.857142857142858,15.357142857142858,11.571428571428571,4.071428571428571,7.714285714285714,0.03225806451612903,0.0
Dinu Pescariu,185.0,0.5,1.5,46.0,32.5,16.5,6.5,7.5,5.0,9.0,0.40069444444444446,0.0
Marcelo Barboza,,,,,,,,,,,1.9040178571428572,0.0
Jan Boruszewski,,,,,,,,,,,0.5685558509996864,0.0
Ville Liukko,173.0,,,,,,,,,,0.0,0.0
Jan Ralph Brandt,,,,,,,,,,,0.0,0.0
Jordan Kerr,180.0,2.0,4.75,57.0,36.25,24.75,7.25,9.0,2.0,5.5,0.0,0.0
James Greenhalgh,183.0,,,,,,,,,,0.0,0.0
Nicklas Timfjord,180.0,4.0,2.0,84.0,46.0,27.0,16.0,11.0,7.0,12.0,0.10121765601217655,0.0
Justin Layne,,,,,,,,,,,0.5576923076923077,0.0
Mark Merklein,188.0,,,,,,,,,,1.090277777777778,0.0
Ivan Cinkus,,,,,,,,,,,0.9700787401574804,0.0
Bernard Parun,,,,,,,,,,,0.21700173179730442,0.0
Joao Cunha Silva,173.0,,,,,,,,,,0.40580848705827643,0.0
Martin Hromec,,,,,,,,,,,0.0,0.0
Oscar Ortiz,183.0,,,,,,,,,,1.7601010101010102,0.0
Mariano Sanchez,,,,,,,,,,,0.8611765670176081,0.0
Eduardo Bergmann,,,,,,,,,,,0.139209726443769,0.0
Miles Maclagan,180.0,8.0,2.0,110.0,84.0,57.0,11.0,16.0,6.0,9.0,0.0,0.0
Predrag Rusevski,,1.0,2.0,83.0,58.0,35.0,16.0,13.0,10.0,13.0,0.2358165050694708,0.0
Brett Hansen Dent,183.0,,,,,,,,,,0.0,0.0
Damien Roberts,,,,,,,,,,,0.0,0.0
Jean Michel Pequery,,,,,,,,,,,0.39214379316386444,0.0
Roberto Carretero,178.0,1.0,5.0,76.0,48.0,28.0,13.0,9.0,11.0,15.0,0.0,0.0
Jonathan Stark,188.0,11.0,5.0,75.0,44.0,39.0,17.0,14.0,4.0,6.0,0.0,0.0
Wayne Arthurs,190.0,16.29268292682927,5.682926829268292,87.58536585365853,46.073170731707314,37.68292682926829,23.48780487804878,14.073170731707316,3.658536585365854,5.195121951219512,1.7479917464987884,0.0
Kacper Cecek,,,,,,,,,,,0.46472805600430805,0.0
Tom Spinks,,,,,,,,,,,0.0,0.0
Jan Hermansson,,,,,,,,,,,0.0,0.0
Rodolphe Gilbert,183.0,,,,,,,,,,0.0,0.0
Oliver Freelove,,14.0,10.0,98.0,44.0,36.0,25.0,15.0,7.0,9.0,0.6253687315634219,0.0
Frank Pokorny,,,,,,,,,,,0.1640715109573241,0.0
Krzysztof Kwinta,,,,,,,,,,,0.0,0.0
Ingo Neumuller,183.0,0.0,1.0,54.0,22.0,9.0,16.0,8.0,4.0,9.0,2.4052450980392157,0.0
Jicham Zaatini,,,,,,,,,,,0.0,0.0
Paul Kilderry,175.0,3.5,4.5,71.5,36.5,25.0,13.0,11.5,6.0,10.5,0.5042305083756919,0.0
Hideki Kaneko,,,,,,,,,,,0.7682954447416098,0.0
Ignacio Truyol Turrion,,,,,,,,,,,0.0,0.0
Nick Gould,,,,,,,,,,,0.0,0.0
James Nelson,,,,,,,,,,,0.4571428571428572,0.0
Luke Smith,188.0,3.0,5.0,50.0,27.0,15.0,13.0,9.0,3.0,6.0,0.4367149758454106,0.0
Glenn Knox,,,,,,,,,,,2.0684931506849313,0.0
Alexander Markin,,,,,,,,,,,0.3379889057259112,0.0
Marko Neunteibl,,,,,,,,,,,0.6438430690698856,0.0
Sebastian Fitz,,6.0,2.0,90.0,61.0,43.0,12.0,13.0,6.0,9.0,0.41105666222659576,0.0
Nathan Healey,180.0,10.9,5.5,92.0,51.4,38.0,20.4,14.0,5.2,7.8,0.8437597356872666,0.0
Miles Kasiri,,,,,,,,,,,1.6621963003061735,0.0
Alexander Pavlioutchenkov,,2.1666666666666665,5.0,56.333333333333336,36.333333333333336,23.833333333333332,7.166666666666667,9.0,2.6666666666666665,6.166666666666667,0.0,0.0
Robert Smeets,188.0,10.0,6.0,81.0,45.0,38.0,15.0,11.0,6.0,7.0,0.46164916238314446,0.0
Hicham Arazi,175.0,,,,,,,,,,2.0298876666084626,1.0
Patrick Knobloch,,,,,,,,,,,1.1700581395348837,0.0
Bo Ram Cha,,,,,,,,,,,0.6431748338258829,0.0
Francesco Piccari,,1.0,0.0,44.0,23.0,11.0,10.0,8.0,2.0,6.0,0.4116113660350924,0.0
Yordan Kanev,,,,,,,,,,,0.34166030937914005,0.0
Shahab Hassani Nafez,,,,,,,,,,,0.31020408163265306,0.0
Ashkan Shokoofi,,,,,,,,,,,0.31820987654320987,0.0
Marc Pexa,,,,,,,,,,,0.0,0.0
Adam Chadaj,178.0,1.5,4.5,78.0,50.0,31.5,12.5,11.5,4.5,8.0,0.44645345702944556,0.0
Michael Yani,185.0,8.5,3.0,73.0,42.5,27.5,15.0,11.5,2.0,5.5,0.6203369992054145,0.0
Horia Tecau,193.0,8.0,10.0,53.0,21.0,18.0,11.0,9.0,5.0,9.0,0.4494066546652116,0.0
Ryan Newport,,,,,,,,,,,0.7355345759655613,0.0
Bertrand Contzler,,,,,,,,,,,0.6846832773568695,0.0
Luis Manuel Flores,,,,,,,,,,,0.38487380516930125,0.0
Damian Patriarca,,0.0,5.0,83.0,49.0,34.0,12.0,15.0,3.0,9.0,0.3588190661434338,0.0
Stefan Wauters,,,,,,,,,,,0.3909885419317502,0.0
Vjekoslav Skenderovic,,,,,,,,,,,0.40017339056871304,0.0
Nicolas Renavand,,3.2142857142857144,2.2857142857142856,72.0,46.5,29.785714285714285,12.428571428571429,10.857142857142858,3.9285714285714284,7.071428571428571,0.6292997107787547,0.0
Tobias Summerer,185.0,,,,,,,,,,0.7488315590502207,0.0
Javier Genaro Martinez,,,,,,,,,,,0.3994028884127098,0.0
Lesley Joseph,,,,,,,,,,,0.32801826052391453,0.0
Sebastian Salas,,,,,,,,,,,1.109271523178808,0.0
Guillem Burniol,,2.5,6.5,70.5,39.5,25.0,10.0,10.5,8.5,14.0,0.25457202003240287,0.0
Tomislav Peric,,10.0,8.0,59.0,27.0,24.0,11.0,10.0,6.0,9.0,0.8723709236237223,0.0
Hamid Mirzadeh,,,,,,,,,,,0.740530303030303,0.0
Robert Yim,,2.0,5.0,73.0,40.0,26.0,15.5,11.5,3.0,7.5,0.2675123854744986,0.0
Raphael Durek,188.0,1.0,0.0,71.0,50.0,23.0,10.0,10.0,4.0,10.0,0.25553314947979666,0.0
David Jeflea,,,,,,,,,,,0.0,0.0
Chris Letcher,,3.9,6.6,71.2,39.8,27.7,13.3,10.6,4.6,7.9,0.44633351892126466,0.0
Marc Kimmich,183.0,4.666666666666667,4.333333333333333,88.0,48.333333333333336,32.666666666666664,17.0,13.333333333333334,4.666666666666667,10.0,0.5429413888515562,0.0
Daniel Wendler,,,,,,,,,,,1.3154574132492114,0.0
Adam Feeney,178.0,,,,,,,,,,0.3741241166546598,0.0
Andrew Derer,,,,,,,,,,,0.7839310337269264,0.0
Domenic Marafiote,,,,,,,,,,,0.14575453241163427,0.0
Scott Brown,,,,,,,,,,,0.0,0.0
Luis Henrique Grangeiro,,,,,,,,,,,0.0,0.0
Juan Ignacio Cerda,,,,,,,,,,,0.0,0.0
Ludwig Pellerin,,,,,,,,,,,0.804116332179803,0.0
Leonardo Tavares,185.0,3.0,2.1875,70.625,44.125,29.375,12.9375,10.8125,4.3125,7.1875,0.5756378626920641,0.0
Dusan Karol,,,,,,,,,,,0.5031582395829026,0.0
Juho Paukku,,3.1538461538461537,3.1538461538461537,61.92307692307692,35.15384615384615,22.923076923076923,11.461538461538462,9.384615384615385,3.5384615384615383,6.923076923076923,0.8110357738552582,0.0
Nickolai Dyachok,,,,,,,,,,,2.8142857142857145,0.0
Juan Manuel Elizondo,180.0,0.6666666666666666,1.6666666666666667,46.333333333333336,28.0,15.0,7.333333333333333,7.666666666666667,2.6666666666666665,7.0,0.1778170403248704,0.0
Rafael Farias,,,,,,,,,,,0.0,0.0
Daniel Langre,,,,,,,,,,,0.4154191616766467,0.0
Oscar Rodriguez Sanchez,,,,,,,,,,,1.1772486772486772,0.0
Ilia Kushev,,,,,,,,,,,0.08653846153846155,0.0
Rainer Eitzinger,178.0,1.0,3.5,68.0,41.5,30.0,11.5,9.5,3.5,6.0,0.4910672918067048,0.0
Jeroen Masson,,,,,,,,,,,0.3611106498942792,0.0
Marcel Zimmermann,183.0,7.294117647058823,4.823529411764706,71.76470588235294,35.470588235294116,27.470588235294116,17.176470588235293,11.176470588235293,3.823529411764706,6.529411764705882,0.7926629080046482,0.0
Torsten Popp,,2.0,10.0,63.5,33.5,20.5,12.0,9.0,5.0,9.5,0.7477781614292033,0.0
Ladislav Chramosta,,,,,,,,,,,0.8982318602541295,0.0
Johannes Ager,196.0,1.8,3.0,66.6,43.0,26.0,11.0,11.0,3.2,7.6,0.4733348687228402,0.0
Norikazu Sugiyama,178.0,,,,,,,,,,0.3460344363868149,0.0
Daniel Monedero,,,,,,,,,,,1.6593704398582447,0.0
Sergei Yaroshenko,,,,,,,,,,,0.6730760676478855,0.0
Ivan Cerovic,190.0,,,,,,,,,,0.3380076229586085,0.0
Luke Shields,,,,,,,,,,,0.0,0.0
Chris Kwon,,,,,,,,,,,0.12753222836095765,0.0
Johny De Leon,,,,,,,,,,,0.4630484988452656,0.0
Yu Zhang,,2.0,1.0,65.0,33.0,19.0,13.0,11.0,4.0,10.0,0.35436203466894,0.0
Carlos Avellan,,,,,,,,,,,0.22069850853495243,0.0
Sunil Kumar Sipaeya,,,,,,,,,,,0.4199740545596334,0.0
Yu Jr Wang,,2.0,3.2,66.6,45.6,29.8,8.2,9.0,3.6,6.6,0.2987393146866364,0.0
Peng Sun,,1.8333333333333333,4.333333333333333,81.0,48.333333333333336,32.5,15.666666666666666,11.666666666666666,5.333333333333333,8.5,0.34587911308158065,0.0
Kevin Sorensen,183.0,,,,,,,,,,0.16406265922394955,0.0
Aleksandar Vlaski,,,,,,,,,,,0.3639318301586273,0.0
Gary Sacks,,3.5,4.5,59.5,34.0,24.0,12.0,10.0,3.5,6.5,0.5902724276664955,0.0
Pavel Lobanov,,,,,,,,,,,0.3320578231292517,0.0
Steven Korteling,,6.0,0.0,63.0,44.0,31.0,8.0,11.0,3.0,6.0,0.31097449141452194,0.0
Emiliano Redondi,,,,,,,,,,,0.7703733345659315,0.0
David Novak,,,,,,,,,,,0.6184420695450018,0.0
Gary Lugassy,,,,,,,,,,,0.38072932554781425,0.0
Guillermo Alcaide,188.0,,,,,,,,,,0.7104580065736941,0.0
Conor Niland,185.0,,,,,,,,,,0.39006479840478364,0.0
Lester Cook,180.0,0.0,4.0,49.0,26.0,13.0,11.0,8.0,4.0,8.0,0.3935302843802925,0.0
Charles Antoine Brezac,,5.230769230769231,2.358974358974359,72.71794871794872,42.15384615384615,29.0,15.025641025641026,10.948717948717949,4.3076923076923075,7.282051282051282,0.5768033505924037,0.0
Jonathan Dasnieres De Veigy,175.0,2.6666666666666665,3.3333333333333335,73.66666666666667,44.333333333333336,28.0,11.333333333333334,11.333333333333334,5.0,9.666666666666666,0.4673958192824751,0.0
Ilya Belyaev,180.0,4.791666666666667,2.25,67.54166666666667,35.958333333333336,25.0,15.875,10.458333333333334,3.2083333333333335,5.958333333333333,0.7000734531863393,0.0
Ismar Gorcic,,19.166666666666668,5.0,83.66666666666667,51.833333333333336,42.5,17.5,13.5,3.5,4.833333333333333,1.5352919755127277,0.0
Evgeny Kirillov,,3.0,4.0,63.0,33.0,17.0,12.0,8.0,1.0,6.0,0.5089253675961066,0.0
Dan Chuntraruk,,5.8,1.6,71.4,45.6,28.4,11.6,10.2,4.0,7.4,1.6880952380952379,0.0
Pongsiri Niroj,,7.666666666666667,0.3333333333333333,66.33333333333333,40.666666666666664,31.666666666666668,11.333333333333334,11.666666666666666,2.3333333333333335,5.0,0.40396530359355637,0.0
Warut Korkiatthaworn,,1.6,2.0,53.2,32.2,19.0,9.2,8.2,4.8,8.6,0.0,0.0
Pierre Ludovic Duclos,188.0,10.5,5.0,85.5,51.5,35.5,18.0,13.5,5.0,7.5,0.48903440531528164,0.0
Suk Young Jeong,,2.6444444444444444,2.066666666666667,67.91111111111111,45.48888888888889,29.622222222222224,10.977777777777778,10.666666666666666,4.044444444444444,7.288888888888889,0.7891806361381258,0.0
Andis Juska,,,,,,,,,,,0.44926130021690064,0.0
Goran Tosic,,2.4827586206896552,1.6896551724137931,71.58620689655173,47.13793103448276,30.137931034482758,11.206896551724139,10.793103448275861,4.310344827586207,7.758620689655173,0.4812802276142851,0.0
Gero Kretschmer,,5.055555555555555,6.722222222222222,75.16666666666667,43.0,30.38888888888889,16.166666666666668,11.833333333333334,3.888888888888889,6.722222222222222,0.4242405020518803,0.0
Andrey Kumantsov,,3.0285714285714285,4.4,67.45714285714286,43.714285714285715,29.6,11.085714285714285,10.571428571428571,3.857142857142857,6.857142857142857,0.4646659896539624,0.0
Pablo Santos,183.0,,,,,,,,,,0.475591949735442,0.0
Anton Manegin,,2.5,5.0,56.0,31.9,20.4,9.8,8.5,2.7,6.3,0.3732040596558263,0.0
Ivan Sergeyev,175.0,,,,,,,,,,0.5526575740248848,0.0
Ludovic Walter,,6.657894736842105,3.0,67.65789473684211,41.26315789473684,30.605263157894736,12.68421052631579,10.5,3.4473684210526314,5.7105263157894735,0.6170590991701145,0.0
Agustin Boje Ordonez,,1.5833333333333333,1.6666666666666667,72.91666666666667,52.833333333333336,33.75,9.083333333333334,10.666666666666666,4.916666666666667,7.916666666666667,0.34356201249623297,0.0
Pavol Cervenak,191.0,,,,,,,,,,0.687901261792769,0.0
Dennis Bloemke,,4.48,4.12,75.08,38.36,27.04,17.52,11.28,3.44,6.68,0.8997528223580673,0.0
Jorge Aguilar,178.0,1.75,3.0,69.0,42.25,27.0,16.0,10.5,1.5,4.0,0.6706652263388249,0.0
Sebastian Rieschick,,1.0,4.5,63.5,36.0,23.0,9.5,10.5,2.0,7.0,0.4222015839440254,0.0
Arnau Brugues Davi,183.0,3.3636363636363638,2.477272727272727,65.72727272727273,40.34090909090909,27.363636363636363,12.909090909090908,10.0,3.772727272727273,6.204545454545454,0.49721713175756965,0.0
Jamie Baker,183.0,3.1666666666666665,3.3333333333333335,96.0,61.666666666666664,38.666666666666664,15.0,13.666666666666666,6.5,11.166666666666666,0.48733772911021594,0.0
Marco Crugnola,188.0,,,,,,,,,,0.6321870562968084,0.0
Dejan Katic,,4.666666666666667,3.3333333333333335,48.666666666666664,28.666666666666668,21.0,7.0,8.333333333333334,2.0,5.0,0.24971363115693013,0.0
Erling Tveit,,4.571428571428571,2.2857142857142856,69.42857142857143,42.857142857142854,29.714285714285715,12.857142857142858,10.857142857142858,3.2857142857142856,6.142857142857143,0.7834379516108354,0.0
Haluk Akkoyun,,3.0,3.111111111111111,56.0,34.111111111111114,21.333333333333332,8.333333333333334,8.777777777777779,4.111111111111111,7.888888888888889,0.6303996399197637,0.0
Eladio Ribeiro Neto,,2.0555555555555554,3.9444444444444446,65.72222222222223,43.77777777777778,29.22222222222222,9.722222222222221,10.333333333333334,4.111111111111111,7.333333333333333,0.4101442370582854,0.0
Nick Lindahl,183.0,4.0,1.6666666666666667,78.66666666666667,51.0,31.666666666666668,13.666666666666666,12.333333333333334,4.0,8.333333333333334,0.42198313135304993,0.0
Juan Martin Aranguren,,0.0,1.0,39.0,21.0,7.0,5.0,7.0,1.0,7.0,0.4549395709675234,0.0
Logan Mackenzie,,4.0,5.0,71.0,40.0,29.5,11.5,9.0,4.0,6.5,0.0,0.0
Mikal Oliver Statham,,1.6666666666666667,4.666666666666667,67.66666666666667,35.666666666666664,23.666666666666668,14.0,10.333333333333334,4.666666666666667,8.0,0.12963598901098902,0.0
James Lemke,,1.1590909090909092,4.318181818181818,68.63636363636364,46.75,28.181818181818183,9.636363636363637,10.204545454545455,4.25,8.159090909090908,0.30895683517940076,0.0
Carlos Poch Gradin,185.0,4.5,5.75,65.75,37.5,24.25,13.75,10.0,3.0,6.25,0.0,0.0
Henri Kontinen,191.0,7.121212121212121,3.272727272727273,70.36363636363636,43.21212121212121,31.333333333333332,13.545454545454545,11.272727272727273,3.3333333333333335,5.696969696969697,0.9864547560991375,0.0
Oscar Sabate Bretos,,1.7142857142857142,0.8571428571428571,47.285714285714285,30.428571428571427,18.714285714285715,7.857142857142857,7.428571428571429,2.7142857142857144,5.285714285714286,0.43482982961769945,0.0
David Thurner,,3.7,4.6,62.8,33.0,21.9,11.7,9.4,3.7,7.8,0.0,0.0
Matthias Wolf,,0.0,3.5,61.5,41.5,23.0,7.0,8.0,4.0,8.0,0.4268146370725855,0.0
Clinton Thomson,,4.857142857142857,4.857142857142857,57.285714285714285,33.857142857142854,24.857142857142858,11.714285714285714,9.571428571428571,2.0,4.142857142857143,0.22648401826484016,0.0
Roman Vogeli,,1.8181818181818181,2.0,61.72727272727273,42.90909090909091,27.545454545454547,7.454545454545454,9.727272727272727,3.909090909090909,7.363636363636363,0.5336530929272276,0.0
Jordan Cox,188.0,4.6875,3.625,73.25,42.375,28.25,15.375,10.75,3.8125,6.9375,0.7731706650327045,0.0
Filip Polasek,196.0,4.166666666666667,4.333333333333333,66.0,39.666666666666664,27.0,12.666666666666666,10.5,3.6666666666666665,6.5,0.0,0.0
Pablo Figueroa,,5.166666666666667,3.0,64.83333333333333,40.666666666666664,28.5,10.666666666666666,11.0,2.3333333333333335,5.333333333333333,0.39237820012765057,0.0
Carl Bergman,,3.125,2.375,65.0,42.625,27.0,9.75,10.125,4.875,8.375,0.6002651841421346,0.0
Bastian Knittel,180.0,3.0,4.6,74.2,43.4,28.4,15.0,11.0,5.2,8.6,0.5831388473684121,0.0
Rabie Chaki,,2.3333333333333335,3.5,72.0,45.0,27.333333333333332,12.666666666666666,10.166666666666666,5.5,9.333333333333334,0.57550565284085,0.0
Rodrigo Guidolin,,5.090909090909091,1.3636363636363635,80.18181818181819,53.27272727272727,37.45454545454545,14.454545454545455,12.181818181818182,4.181818181818182,6.7272727272727275,0.4557344476967135,0.0
Nikolaus Moser,,5.392857142857143,3.5357142857142856,69.03571428571429,39.964285714285715,27.142857142857142,14.678571428571429,10.678571428571429,3.7857142857142856,6.75,0.35644657351961523,0.0
Matheson Klein,,3.0,2.6666666666666665,57.0,34.333333333333336,21.666666666666668,9.333333333333334,8.333333333333334,4.333333333333333,7.666666666666667,0.0,0.0
Joel Lindner,,9.0,4.5,69.5,43.5,36.5,11.0,11.75,2.0,4.0,0.9281701444622794,0.0
Kaden Hensel,,6.0,2.6153846153846154,68.0,44.84615384615385,31.153846153846153,12.538461538461538,11.461538461538462,3.769230769230769,6.461538461538462,0.9655163932608627,0.0
Miles Armstrong,,8.5,4.0,83.0,45.5,33.0,17.5,13.0,2.0,5.5,0.3500697557931565,0.0
Ross Hutchins,190.0,6.2,3.2,65.0,39.8,28.2,11.4,10.2,2.4,5.0,0.28562399718232695,0.0
Sergio Gutierrez Ferrol,,5.875,3.9375,68.9375,35.53125,25.78125,14.65625,10.625,3.375,6.40625,0.7913660602689054,0.0
Clement Reix,,7.755102040816326,3.5918367346938775,71.22448979591837,41.857142857142854,30.79591836734694,13.673469387755102,11.0,3.63265306122449,6.122448979591836,0.775572561783796,0.0
Catalin Gard,,1.1428571428571428,3.5714285714285716,53.42857142857143,36.42857142857143,22.428571428571427,7.857142857142857,9.142857142857142,2.857142857142857,6.142857142857143,0.3100715586354982,0.0
Erik Chvojka,185.0,3.5172413793103448,4.862068965517241,70.89655172413794,44.89655172413793,30.93103448275862,11.03448275862069,10.89655172413793,3.689655172413793,7.0,0.8729953889434682,0.0
Adam Kellner,,2.1904761904761907,3.2857142857142856,64.23809523809524,37.04761904761905,24.095238095238095,12.571428571428571,9.80952380952381,4.285714285714286,7.476190476190476,0.4233735478683548,0.0
Talal Ouahabi,,0.6666666666666666,2.1666666666666665,62.666666666666664,39.833333333333336,21.5,10.5,9.0,4.833333333333333,9.166666666666666,0.5154046548207133,0.0
Mehdi Benhammou,,2.3333333333333335,8.0,51.0,24.666666666666668,15.0,8.666666666666666,7.333333333333333,4.666666666666667,9.0,0.0,0.0
Serizhan Yessenbekov,,2.5,4.333333333333333,42.333333333333336,20.0,12.166666666666666,6.666666666666667,6.833333333333333,1.8333333333333333,6.166666666666667,0.0,0.0
Junn Mitsuhashi,,4.0,5.090909090909091,77.18181818181819,41.63636363636363,27.636363636363637,16.727272727272727,11.181818181818182,5.2727272727272725,9.0,0.3811831527570422,0.0
Daniel Berta,178.0,2.0,2.0,61.5,32.75,20.0,13.125,9.25,5.375,9.0,0.16669023045383854,0.0
Martin Prikryl,,1.0,4.8,43.9,26.3,14.4,5.6,6.7,3.7,7.7,0.282,0.0
David Martin,185.0,3.0,5.090909090909091,72.9090909090909,40.54545454545455,26.545454545454547,13.545454545454545,10.0,5.7272727272727275,9.545454545454545,0.15649639814049982,0.0
Andrea Agazzi,,2.0,5.6,83.4,51.6,33.2,11.8,11.8,7.2,12.0,0.10816125860373647,0.0
Alexander Domijan,,4.076923076923077,4.076923076923077,62.69230769230769,38.46153846153846,26.0,10.923076923076923,10.076923076923077,3.076923076923077,6.0,0.23793117805025293,0.0
Sadik Kadir,,3.1176470588235294,2.4705882352941178,76.6470588235294,44.35294117647059,28.941176470588236,15.176470588235293,11.588235294117647,4.823529411764706,8.647058823529411,0.6772049687097893,0.0
Daniel King Turner,190.0,7.5,3.1923076923076925,69.26923076923077,40.42307692307692,29.615384615384617,13.038461538461538,10.653846153846153,3.769230769230769,6.346153846153846,0.4277535414330944,0.0
Carles Poch Gradin,185.0,,,,,,,,,,0.666745858317862,0.0
Leonardo Kirche,188.0,2.1627906976744184,2.186046511627907,74.62790697674419,49.25581395348837,32.93023255813954,12.581395348837209,11.348837209302326,4.069767441860465,6.976744186046512,0.3525334495844409,0.0
Robert Farah,193.0,5.744186046511628,3.86046511627907,75.30232558139535,43.55813953488372,31.6046511627907,15.744186046511627,11.604651162790697,4.255813953488372,6.906976744186046,0.7297266923693498,0.0
Pablo Galdon,,2.769230769230769,2.8461538461538463,65.53846153846153,39.35897435897436,26.307692307692307,13.35897435897436,10.179487179487179,2.948717948717949,5.641025641025641,0.6046924415273202,0.0
Murad Inoyatov,,3.0,4.222222222222222,60.55555555555556,36.111111111111114,25.0,11.555555555555555,9.666666666666666,2.7777777777777777,5.777777777777778,0.321985432458016,0.0
Dominic Inglot,196.0,9.235294117647058,2.823529411764706,71.47058823529412,44.470588235294116,33.94117647058823,13.823529411764707,11.235294117647058,4.470588235294118,6.0588235294117645,1.3770713598210504,0.0
Ty Trombetta,,4.2,1.4,62.0,39.8,27.6,9.6,10.0,1.4,4.4,0.5914454277286135,0.0
Michael Mcclune,188.0,5.0,2.0,92.0,50.0,36.0,15.0,13.0,6.0,10.0,0.34608304620885394,0.0
Jan Michael Gambill,190.0,11.714285714285714,3.2142857142857144,78.23809523809524,45.61904761904762,34.357142857142854,15.023809523809524,12.047619047619047,3.857142857142857,6.476190476190476,0.3830299990183329,1.0
Deniss Pavlovs,,1.6666666666666667,3.2222222222222223,70.22222222222223,45.44444444444444,29.333333333333332,12.777777777777779,11.11111111111111,4.555555555555555,7.666666666666667,0.29135442532237743,0.0
Ilia Starkov,,6.2,5.6,80.6,45.2,33.6,15.0,13.0,4.2,7.4,0.7141849529780565,0.0
Ervand Gasparyan,,5.214285714285714,4.5,68.64285714285714,41.0,28.928571428571427,10.642857142857142,10.785714285714286,4.214285714285714,7.785714285714286,0.19954752152049046,0.0
Justin Eleveld,,1.0,3.25,57.0,28.0,17.25,12.0,9.0,4.75,8.75,0.11617806731813246,0.0
Alexandre Renard,,6.666666666666667,3.0,73.5,39.0,28.5,15.5,10.333333333333334,3.3333333333333335,6.166666666666667,0.33181875952744627,0.0
Martin Trueva,,0.3333333333333333,3.3333333333333335,74.66666666666667,45.666666666666664,24.666666666666668,14.0,11.0,4.666666666666667,9.666666666666666,0.0,0.0
Morgan Phillips,,2.230769230769231,1.9230769230769231,64.84615384615384,40.07692307692308,25.692307692307693,13.0,10.538461538461538,2.6153846153846154,5.846153846153846,0.0,0.0
